SNAP_DT	SRCE	REGION	PROVINCE	PROPERTY_TYPE	PROPERTY_STATE	SIZE_GROUP	COUNT	MT_TOT_AVG	MT_UTIL_AVG	PRICE_AVG	ETL_UF_X_MT2_AVG	ETL_VALUE_AVG	ETL_SCORE_AVG
20200718	portal inmobiliario	rm	puente alto	aparment	usada	80TO90	6	52	39	1668	33	437	260
20200718	portal inmobiliario	rm	providencia	aparment	usada	150TO2H	5	198	167	13341	68	3296	260
20200718	portal inmobiliario	rm	la reina	house	usada	110TO130	11	285	122	9940	38	2561	259
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	150TO2H	18	246	186	17367	79	4435	259
20200718	portal inmobiliario	rm	vitacura	aparment	usada	150TO2H	26	210	177	15619	19	3896	258
20200718	portal inmobiliario	rm	pudahuel	aparment	usada	80TO90	8	60	41	2289	37	607	258
20200718	portal inmobiliario	rm	las condes	aparment	usada	150TO2H	64	192	169	14071	2	3556	257
20200718	portal inmobiliario	rm	lo barnechea	house	usada	110TO130	1	403	125	8500	21	2190	257
20200718	portal inmobiliario	rm	la florida	aparment	usada	80TO90	32	61	58	3015	41	741	253
20200718	portal inmobiliario	rm	providencia	aparment	usada	130TO150	20	158	141	11416	40	2822	252
20200718	portal inmobiliario	rm	colina	aparment	usada	90TO100	1	115	100	6400	55	1616	252
20200718	portal inmobiliario	rm	independencia	house	usada	90TO100	1	198	95	5208	26	1310	251
20200718	portal inmobiliario	rm	providencia	aparment	usada	110TO130	25	137	121	9579	70	2311	248
20200718	portal inmobiliario	rm	la granja	aparment	usada	80TO90	6	48	48	2018	42	476	247
20200718	portal inmobiliario	rm	las condes	house	usada	100TO110	16	258	107	10955	43	2644	247
20200718	portal inmobiliario	rm	nunoa	aparment	usada	90TO100	20	103	96	6798	44	1641	244
20200718	portal inmobiliario	rm	las condes	house	usada	90TO100	9	342	97	10940	35	2712	243
20200718	portal inmobiliario	rm	estacion central	house	usada	150TO2H	1	-16	159	4340	-271	1051	242
20200718	portal inmobiliario	rm	pudahuel	house	usada	LT30	1	171	1	3472	20	843	242
20200718	portal inmobiliario	rm	quinta normal	aparment	usada	80TO90	2	52	50	2025	39	490	242
20200718	portal inmobiliario	rm	huechuraba	house	usada	80TO90	2	110	86	5090	47	1232	242
20200718	portal inmobiliario	rm	maipu	house	usada	LT30	1	173	1	4390	25	1061	241
20200718	portal inmobiliario	rm	nunoa	aparment	usada	100TO110	14	107	106	7594	26	1827	241
20200718	portal inmobiliario	rm	recoleta	aparment	usada	80TO90	13	56	56	2867	32	677	241
20200718	portal inmobiliario	rm	san miguel	aparment	usada	80TO90	47	65	57	3171	50	767	241
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	2HTO250	8	269	219	20575	79	4806	240
20200718	portal inmobiliario	rm	huechuraba	aparment	usada	80TO90	6	102	72	4923	55	1127	238
20200718	portal inmobiliario	rm	la reina	house	usada	100TO110	5	225	109	9908	45	2301	236
20200718	portal inmobiliario	rm	macul	house	usada	80TO90	4	154	81	4616	31	1090	235
20200718	portal inmobiliario	rm	santiago	aparment	usada	90TO100	4	107	95	6696	62	1504	235
20200718	portal inmobiliario	rm	paine	house	usada	80TO90	1	90	65	1840	20	427	232
20200718	portal inmobiliario	rm	las condes	house	usada	80TO90	14	226	79	8086	38	1915	230
20200718	portal inmobiliario	rm	vitacura	house	usada	150TO2H	58	333	179	17599	55	3964	230
20200718	portal inmobiliario	rm	vitacura	aparment	usada	130TO150	41	169	141	14091	58	3140	230
20200718	portal inmobiliario	rm	providencia	aparment	usada	90TO100	26	108	97	7562	38	1626	229
20200718	portal inmobiliario	rm	penalolen	aparment	usada	110TO130	2	133	123	8325	62	1866	229
20200718	portal inmobiliario	rm	recoleta	house	usada	80TO90	2	147	73	3993	27	908	228
20200718	portal inmobiliario	rm	independencia	aparment	usada	80TO90	22	53	48	2361	49	536	228
20200718	portal inmobiliario	rm	huechuraba	aparment	nueva	80TO90	2	94	68	5067	55	1158	228
20200718	portal inmobiliario	rm	las condes	house	usada	110TO130	23	251	122	10798	65	2458	228
20200718	portal inmobiliario	rm	las condes	aparment	usada	130TO150	107	148	142	12360	14	2777	227
20200718	portal inmobiliario	rm	las condes	aparment	usada	110TO130	91	130	123	10686	43	2378	227
20200718	portal inmobiliario	rm	providencia	aparment	usada	100TO110	25	127	107	9422	76	2089	227
20200718	portal inmobiliario	rm	santiago	aparment	usada	2HTO250	1	260	246	20000	76	4528	226
20200718	portal inmobiliario	rm	la florida	house	usada	LT30	4	227	1	5362	23	1289	225
20200718	portal inmobiliario	rm	penalolen	aparment	usada	90TO100	2	107	95	6300	59	1423	225
20200718	portal inmobiliario	rm	macul	aparment	usada	80TO90	30	62	59	3406	56	778	223
20200718	portal inmobiliario	rm	penalolen	aparment	usada	100TO110	1	125	106	6950	55	1533	220
20200718	portal inmobiliario	rm	independencia	house	usada	80TO90	5	113	74	4174	38	906	218
20200718	portal inmobiliario	rm	la reina	house	usada	80TO90	6	290	84	8861	41	1980	218
20200718	portal inmobiliario	rm	vitacura	house	usada	110TO130	15	271	120	12449	49	2710	218
20200718	portal inmobiliario	rm	nunoa	house	usada	80TO90	4	122	70	5956	57	1214	217
20200718	portal inmobiliario	rm	la reina	house	nueva	150TO2H	6	188	155	12100	66	2628	217
20200718	portal inmobiliario	rm	las condes	aparment	usada	100TO110	30	122	107	9838	93	2042	214
20200718	portal inmobiliario	rm	la reina	aparment	usada	80TO90	12	89	68	4813	56	1000	213
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	130TO150	26	178	142	13790	31	2856	211
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	110TO130	17	138	121	11175	82	2262	209
20200718	portal inmobiliario	rm	la reina	house	usada	90TO100	2	250	98	9290	55	1945	207
20200718	portal inmobiliario	rm	la cisterna	aparment	usada	80TO90	9	55	55	2243	42	454	205
20200718	portal inmobiliario	rm	las condes	aparment	usada	90TO100	44	114	94	9085	81	1821	205
20200718	portal inmobiliario	rm	nunoa	house	usada	90TO100	5	145	97	7628	52	1525	203
20200718	portal inmobiliario	rm	la reina	aparment	usada	100TO110	1	106	106	7980	75	1616	202
20200718	portal inmobiliario	rm	buin	house	usada	LT30	1	134	1	4513	33	904	200
20200718	portal inmobiliario	rm	vitacura	aparment	usada	110TO130	46	143	122	12137	118	2360	200
20200718	portal inmobiliario	rm	vitacura	house	usada	130TO150	32	234	143	14155	63	2757	198
20200718	portal inmobiliario	rm	vitacura	house	usada	90TO100	2	285	98	12868	45	2530	196
20200718	portal inmobiliario	rm	vitacura	aparment	usada	100TO110	14	127	108	11348	90	2161	195
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	100TO110	6	115	106	9822	86	1847	191
20200718	portal inmobiliario	rm	santiago	aparment	usada	80TO90	240	48	49	3042	44	586	189
20200718	portal inmobiliario	rm	colina	aparment	usada	110TO130	1	132	120	8400	63	1591	189
20200718	portal inmobiliario	rm	vitacura	house	usada	100TO110	8	300	109	14287	48	2660	188
20200718	portal inmobiliario	rm	independencia	house	usada	100TO110	1	110	110	5500	50	1037	188
20200718	portal inmobiliario	rm	vitacura	aparment	nueva	150TO2H	1	196	-16	8493	43	1587	186
20200718	portal inmobiliario	rm	nunoa	aparment	usada	80TO90	158	71	66	5103	59	955	186
20200718	portal inmobiliario	rm	la reina	house	usada	4HTO5H	1	203	429	16700	82	3071	183
20200718	portal inmobiliario	rm	penalolen	aparment	usada	80TO90	2	64	61	3969	58	680	180
20200718	portal inmobiliario	rm	vitacura	aparment	usada	90TO100	20	121	97	10583	88	1842	178
20200718	portal inmobiliario	rm	providencia	house	usada	110TO130	7	166	124	12325	119	1962	176
20200718	portal inmobiliario	rm	colina	house	usada	LT30	1	171	1	4861	28	843	173
20200718	portal inmobiliario	rm	lo prado	aparment	usada	80TO90	3	46	45	2121	48	337	173
20200718	portal inmobiliario	rm	vitacura	house	usada	5HTO1K	1	-16	572	24000	-1500	4144	172
20200718	portal inmobiliario	rm	vitacura	house	usada	80TO90	13	247	81	10762	44	1828	172
20200718	portal inmobiliario	rm	providencia	aparment	usada	80TO90	119	76	68	6268	77	1070	172
20200718	portal inmobiliario	rm	la granja	house	usada	110TO130	1	290	130	12900	44	2175	168
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	90TO100	7	106	95	9799	94	1533	166
20200718	portal inmobiliario	rm	providencia	house	usada	130TO150	1	150	150	11500	76	1875	163
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	80TO90	25	85	76	7046	82	1096	163
20200718	portal inmobiliario	rm	las condes	house	usada	LT30	1	408	1	24376	59	3967	162
20200718	portal inmobiliario	rm	estacion central	aparment	usada	80TO90	39	42	44	2620	48	361	148
20200718	portal inmobiliario	rm	vitacura	aparment	nueva	130TO150	5	271	116	19408	77	2831	143
20200718	portal inmobiliario	rm	las condes	aparment	usada	80TO90	172	71	63	6621	89	939	143
20200718	portal inmobiliario	rm	la cisterna	house	usada	LT30	1	160	1	5555	34	789	142
20200718	portal inmobiliario	rm	santiago	house	usada	LT30	3	89	10	3420	50	505	142
20200718	portal inmobiliario	rm	vitacura	house	usada	LT30	1	510	8	18000	35	2540	141
20200718	portal inmobiliario	rm	vitacura	aparment	usada	80TO90	23	90	77	8764	99	1214	138
20200718	portal inmobiliario	rm	providencia	house	usada	100TO110	4	74	108	10475	239	1277	138
20200718	portal inmobiliario	rm	nunoa	aparment	nueva	80TO90	3	57	-16	2490	50	310	124
20200718	portal inmobiliario	rm	santiago	aparment	usada	LT30	46	28	28	1926	71	235	123
20200718	portal inmobiliario	rm	la florida	aparment	usada	LT30	5	31	29	1984	67	237	120
20200718	portal inmobiliario	rm	santiago	aparment	nueva	80TO90	2	56	-16	2426	43	282	116
20200718	portal inmobiliario	rm	macul	aparment	usada	LT30	4	29	28	2182	77	245	114
20200718	portal inmobiliario	rm	independencia	aparment	usada	LT30	5	30	29	1820	61	202	111
20200718	portal inmobiliario	rm	colina	aparment	usada	80TO90	1	87	87	7264	83	804	110
20200718	portal inmobiliario	rm	providencia	aparment	usada	LT30	1	21	21	1940	92	215	110
20200718	portal inmobiliario	rm	san joaquin	aparment	usada	80TO90	3	47	24	2949	64	311	107
20200718	portal inmobiliario	rm	san miguel	aparment	usada	LT30	1	22	22	1600	72	165	103
20200718	portal inmobiliario	rm	providencia	house	usada	80TO90	1	60	60	7950	132	725	91
20200718	portal inmobiliario	rm	providencia	house	usada	90TO100	1	120	100	19900	165	1777	89
20200718	portal inmobiliario	rm	quinta normal	aparment	usada	LT30	1	32	30	2100	65	177	84
20200718	portal inmobiliario	rm	macul	aparment	nueva	80TO90	3	52	-16	2745	56	218	79
20200718	portal inmobiliario	rm	lo prado	aparment	usada	LT30	14	29	29	1814	64	142	78
20200718	portal inmobiliario	rm	estacion central	aparment	usada	LT30	55	28	28	1772	65	139	78
20200718	portal inmobiliario	rm	las condes	aparment	usada	LT30	5	36	30	4250	119	323	76
20200718	portal inmobiliario	rm	nunoa	aparment	usada	LT30	1	32	30	3500	109	231	66
20200718	portal inmobiliario	rm	vitacura	aparment	nueva	90TO100	1	96	-16	8493	88	547	64
20200718	portal inmobiliario	rm	lo barnechea	aparment	usada	LT30	1	26	26	3500	134	227	64
20200718	portal inmobiliario	rm	santiago	aparment	nueva	LT30	2	24	-16	2123	89	91	42
20200718	portal inmobiliario	rm	huechuraba	house	usada	LT30	2	11	11	8000	727	207	25
20200718	portal inmobiliario	rm	providencia	house	usada	LT30	1	1	1	1562	1562	6	3
