Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","las condes","20/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","70","70","2","2","1","1","0","5400","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5727830-colonvespucio-uda"
"portal inmobiliario","rm","las condes","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","92","85","3","2","2","1","1","7990","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5506287-los-militares-manquehue-uda"
"portal inmobiliario","rm","santiago","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","35","35","1","1","0","0","0","2145","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5732394-departamento-de-inversion-en-santiago-centro-uda"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","28","28","1","1","0","0","0","1799","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736914-las-rejas-norte-uda"
"portal inmobiliario","rm","nunoa","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","44","40","1","1","1","1","1","3462","https://www.portalinmobiliario.com/mlc-538257923-departamento-en-venta-de-1-dorm-en-nunoa-_jm"
"portal inmobiliario","rm","lo barnechea","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","266","228","5","5","2","1","1","19499","https://www.portalinmobiliario.com/mlc-537963053-el-huinganalpie-andino-_jm"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","162","132","3","3","2","1","1","14500","https://www.portalinmobiliario.com/mlc-538134330-apumanque-metro-manquehue-_jm"
"portal inmobiliario","rm","las condes","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","159","139","4","3","1","1","0","12750","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5733507-gertrudis-echenique-234-uda"
"portal inmobiliario","rm","vitacura","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","285","175","3","3","3","1","0","19000","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5731693-penthouse-jardin-del-este-uda"
"portal inmobiliario","rm","las condes","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","210","195","3","3","1","1","1","15000","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5731294-noruega-bergen-uda"
"portal inmobiliario","rm","providencia","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","100","100","3","2","1","1","0","6423","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5591004-maravillosa-vista-av-santa-maria-uda"
"portal inmobiliario","rm","las condes","21/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","75","70","3","2","0","1","0","5500","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5728782-americo-vespucio-norte-777-parque-arauc-uda"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","170","140","4","4","1","1","1","13000","https://www.portalinmobiliario.com/mlc-538113455-departamento-en-venta-de-4-dorm-en-vitacura-_jm"
"portal inmobiliario","rm","providencia","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","30","30","1","1","1","1","0","3490","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5730962-carmen-silva-con-los-leones-uda"
"portal inmobiliario","rm","lo barnechea","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","169","149","4","4","0","0","0","11400","https://www.portalinmobiliario.com/mlc-538114447-departamento-en-venta-de-4-dorm-en-lo-barnechea-_jm"
"portal inmobiliario","rm","las condes","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","158","140","4","4","1","1","1","12600","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4714274-av-la-plaza-uda"
